sep=,
"id","iname","price_pur","price1","price2","price3","price4","category","company","firstbalance","firstbalance_val","minbalance","img","active","ispack","scale","clr","siz","mdl","unit_name","unit_count","firstbalance_price","unit_id","min_price","sortin_cate","lastUpdate","ItemDiscription","expirtion_days","expirtion_days_alert","cate_id","isServiceItem","cost_id","id_inMainServer"
"3215","الوان فلومسترى 6 لون doms ","21","25","25","25","45","","","24","630","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3216","علبة هندسه doms ","85","75","75","75","185","","","15","1200","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3217","طقم دباسه +خلاعه  +دبابيس ","18","35","35","35","35","","","6","108","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3218","دباسه العطار 508","57","50","50","50","95","","","15","855","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3219","دباسه العطار 997","39","60","60","60","60","","","2","78","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3220","لانش بوكس camel trade ","68","70","70","70","110","","","12","3480","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3221","سوليتب جليتر  عريض ","7.5","15","15","15","15","","","12","90","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3222","برايه سياره اطفال ","3.8","7.5","7.5","7.5","7.5","","","51","193.8","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3223","برايه جزمه  tr-363","3.5","7","7","7","7","","","55","192.5","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3224","قلم جاف bravo الوان ","1.5","3","3","3","4","","","72","108","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3225","علبة مشبك حديد صغير ","7.5","15","15","15","15","","","6","45","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3226","استند قلم برافو اسود لون ","2.5","5","5","5","5","","","75","187.5","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3227"," بازل تعليمي خشب ","8.5","20","20","20","20","","","15","127.5","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3228","كتب تعليميه  جديد مستويات","5.5","10","10","10","13","","","40","220","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3229","كراسه وجه وجه 40 ورقه ","10","7","7","7","13","","","115","1150","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3230","ديناصور 123","300","520","520","520","520","","","1","300","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3231","مقص بلاستيك scissors ","8","15","15","15","15","","","24","192","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3232","كشكول bravo 200 ورقه بقلم 5 subject","115","95","95","95","165","","","8","920","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3233","كشكول سلك 100 a4 bravo ","38","30","30","30","45","","","50","1900","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3234","0","0","30","30","30","0","","","0","0","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3235","حافظه ورق 40","26.5","50","50","50","50","","","50","1325","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3236","يونك ","10","25","25","25","25","","","24","240","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3237","فلاشه 8ج","115","120","120","120","185","","","45","5175","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3238","وصله ميكرو","20","60","60","60","60","","","5","100","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3239","الوان شمع dux bite ","26.5","50","50","50","50","","","3","79.5","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3240","سلوتيب عريض 100 يارده ","28","20","20","20","45","","","100","2800","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3241","طقم high lighter proline ","29","40","40","40","40","","","7","203","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3242","صمغ سائل gingko ","5","10","10","10","10","","","24","120","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3243","طقم فرش artist 5","21.5","35","35","35","35","","","4","86","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3244","طقم فرش رقم 1","16","30","30","30","30","","","5","80","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3245","صلصال 12 قطعه ","13.5","20","20","20","20","","","30","405","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3246","صلصال 24 قطعه مع نشابه +3 العاب ","37.5","55","55","55","55","","","9","337.5","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3247","كشكول  فواصل 240 ورقه  monsح 6 subject   ","107","110","110","110","140","","","11","1177","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3248","طقم هندسي natarag ","50","75","75","75","75","","","13","650","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3249","الوان فابر كاسيل ميه 12 لون قصير ","36.5","55","55","55","55","","","6","219","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3250","الوان زجاج b9106Gl","35","65","65","65","65","","","4","140","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3251","كشكول a4 100 ميلاد ","24","30","30","30","30","","","16","384","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3252","كشكول a4  ميلاد 80","22","27","27","27","28","","","10","220","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3253","اهولاصق ","11","20","20","20","20","","","19","209","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3254","a4 60ورقه مربعات كبير ","25","20","20","20","35","","","40","1000","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3255","بالون كبير بالواحده ","2.5","5","5","5","5","","","20","50","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3256","ورق تجليد الرزمه ","215","280","280","280","280","","","5","1075","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3257","نوت سلك كبير A4 ","12","35","35","35","35","","","12","144","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3258","كشكول انجليزي 60 ورقه A4","15","20","20","20","20","","","20","300","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3259","نوت استك صغير ","11","20","20","20","20","","","6","66","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3260","سماعه برطمان ","10","20","20","20","20","","","20","200","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3261","شمع ارقام new ","5","7","7","7","10","","","400","2000","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3262","طقيه اطفال عيد الميلاد","5","15","15","15","15","","","12","60","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3263","مسك اطفال كرتون بالواحد  ","5","8","8","8","8","","","12","60","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3264","لوحه كانسون مصري","10","10","10","10","25","","","150","3750","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3265","استيكه حصان ","5","10","10","10","10","","","45","225","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3266","كابل ايفون PAVAREL ","12","30","30","30","30","","","10","120","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3267","سبوره بلاستيك بريما ","17","30","30","30","30","","","6","102","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3268","عداد اطفال","20.75","30","30","30","30","","","4","83","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3269","استيكر اطفال 3d","7","20","20","20","25","","","72","504","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3270","تكت كبير ","10","15","15","15","18","","","53","530","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3271","دباسه s-7","25","45","45","45","45","","","3","75","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3272","مقلمه الرضا ","70","95","95","95","95","","","6","420","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3273","مقلمه بناتي هدى 1","30","60","60","60","60","","","4","120","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3274","مقلمه هدى 2","60","85","85","85","85","","","4","240","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3275","مقلمه هدى ديزني","40","85","85","85","95","","","25","240","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3276","مقلمه هدى سوسته واحده","30","60","60","60","50","","","27","810","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3277","مقلمه هدى25","8","20","20","20","20","","","24","192","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3278","شاحن تايب سي ايفون  GOYROOM","50","100","100","100","100","","","2","100","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3279","فرشه تلوين اابيض ","40","60","60","60","60","","","3","120","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3280","طقم ختامه اطفال 8 قطع ","30","50","50","50","50","","","2","60","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3281","علبة دبابيس الوان صغير ","10.5","10","10","10","20","","","22","231","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3282","علبه عربيات حمرا مطافي ","75","125","125","125","125","","","2","150","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3283","بندقيه خضرا ","65","95","95","95","95","","","4","260","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3284","جردل مكعبات كبير ","125","165","165","165","185","","","4","500","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3285","مسدس فل اصفر ","75","135","135","135","135","","","2","150","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3286","علبة عروسه فروزن فساتين ","65","120","120","120","120","","","2","130","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3287","كارت مطبخ سمك ","85","145","145","145","145","","","4","340","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3288","كارت دكتور عروسه ","70","90","90","90","115","","","9","630","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3289","الوان خشب 12 لون طويل kangaroo","27","40","40","40","40","","","3","81","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3290","ارسم ولون دزني ","7","12","12","12","12","","","32","224","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3291","قلم جيل kangarooo","8","13","13","13","13","","","20","160","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3292","دبابيس دباسه staples","6.5","11","11","11","11","","","10","65","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3293","ماركر مش بيمسح kangarooo","6","9","9","9","9","","","12","72","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3294","قلم رصاص kangarooo ","3.1","6","6","6","6.5","","","10","31","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3295","cadle ","10","20","20","20","20","","","10","100","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3296","سماعه ياسون عظم ","22","45","45","45","70","","","17","374","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3297","ماوس باد وسط ","17.5","35","35","35","35","","","2","35","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3298","ماوس باد كبير zero","25","45","45","45","45","","","6","150","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3299","شاحن عربيه سامسونج","60","110","110","110","110","","","5","300","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3300","شمع عيد ميلاد حروف happy","15","20","20","20","25","","","70","1050","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3301","علبة شمع عيد ميلاد","10","20","20","20","20","","","6","60","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3302","شمع عيد ميلاد 10*1","20","20","20","20","35","","","6","60","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3303","فرع زينه عيد ميلاد","7.5","15","15","15","15","","","25","187.5","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3304","كوب عيد ميلاد ","15","12","12","12","25","","","25","312.5","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3305","طوق عيد ميلاد","8","20","20","20","20","","","6","48","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3306","كشكول a4 نص سنتي ","20","20","20","20","25","","","10","200","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3307","كراسه لون","3.5","7","7","7","7","","","20","70","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3308","كراسه ارسم ولون فراج صغير ","5","7","7","7","10","","","40","200","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3309","صلصال + 5 لعبه ","32","25","25","25","55","","","9","288","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3310","بلانش   كبير ","15","25","25","25","25","","","10","150","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3311","كابل ايفون 2.","18","45","45","45","45","","","35","630","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3312","كابل اندريت 20","13","45","45","45","45","","","20","260","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3313","كابل دولفن ","11","35","35","35","35","","","10","110","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3314","صب هديه ","200","250","250","250","250","","","3","600","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3315","ماوس st 7","35","70","70","70","70","","","3","105","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3316","شاحن ايفون  w109","40","85","85","85","95","","","12","480","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3317","شاحن ايفون wc-66","75","145","145","145","145","","","2","150","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3318","شاحن ايفون w109","40","100","100","100","100","","","2","80","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3319","شاحن تيب سي w109","45","90","90","90","90","","","2","90","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3320","مدفع على كارت ","60","100","100","100","100","","","2","120","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3321","ليجو عربيات 346ق","165","245","245","245","270","","","8","1320","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3322","عربيه بوليس باريموت بشحن","245","210","210","210","405","","","4","980","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3323","شخصيات على كارت ","45","85","85","85","85","","","8","360","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3324","شخصيات في علبه ","35","65","65","65","65","","","3","105","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3325","عربيه jeep شحن","245","320","320","320","320","","","3","735","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3326","كارت مسدس جامبو 2*1","85","145","145","145","165","","","4","340","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3327","كارت دكتور اسنان 2","85","70","70","70","175","","","4","340","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3328","بندقيه 4*1","60","105","105","105","105","","","4","240","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3329","بندقيه 2*1","60","85","85","85","85","","","2","120","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3330","اسبيدرمان اخضر مسدس ومسك ","55","105","105","105","105","","","5","275","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3331","طقم مرايا على كارت ","55","85","85","85","85","","","2","110","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3332","استيكر 3d جديد كبير","13.5","10","10","10","25","","","65","877.5","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3333","جلو احمر 21 جرام ","10","15","15","15","15","","","178","1780","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3334","صلصال +لعب ","11","18","18","18","18","","","6","66","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3335","2 عروسه fashion","60","95","95","95","95","","","3","180","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3336","كرت مشكل ولادي طياره وعربيه","70","95","95","95","105","","","6","420","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3337","سماعه ef363","22","40","40","40","40","","","10","220","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3338","سماعه ef358","25","45","45","45","45","","","10","250","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3339","برفان strong with you ","50","95","95","95","95","","","5","250","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3340","قلم حبرpower","10","20","20","20","20","","","81","688.5","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3341","شاحنه عليها شكل عربيات ","205","310","310","310","310","","","2","410","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3342","عروسه فرديه ","65","120","120","120","120","","","2","130","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3343","شاحنه مطافي باريموت شحن ","185","275","275","275","275","","","2","370","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3344","طياره ريموت ارضي جيش ","110","175","175","175","175","","","2","220","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3345","دبابه ريموت  شحن ","160","265","265","265","265","","","2","320","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3346","عروسه مع اغرضها ببيرونه فرشه","160","250","250","250","250","","","6","960","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3347","عروسه بيبي بوتي شامبوا","280","220","220","220","395","","","4","1120","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3348","شبكه كور كبيره عدد صغير ","19","35","35","35","35","","","3","57","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3349","سنون  0.7  ","4.1","7","7","7","10","","","200","820","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3350","قلم جاف  BURO","5","5","5","5","7.5","","","171","855","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3351","مستوى تالت ","1.5","3","3","3","3","","","48","72","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3352","شنطة هدايا كبير عريض ","8","20","20","20","20","","","12","96","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3353","اسكتش ابيض مصري ","30","25","25","25","50","","","80","2400","0","","True","False","False","0","0","0","","","0","1","0","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3354","شمع اشكال عيد ميلاد 4*1","10","20","20","20","20","","","6","60","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3355","ستارة هابي بيرث داي ","20","35","35","35","35","","","5","100","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3356","واصلة ايفون INKAX","40","55","55","55","65","","","27","1080","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3357","واصلة تايب سي  INKAX","10","55","55","55","55","","","30","300","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3358","برفان MARCDES ","58","100","100","100","100","","","2","116","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3359","برفان INVICTUS ","65","120","120","120","120","","","2","130","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3360","برفان ALLORA HOMME","64","110","110","110","110","","","2","128","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3361","candle","15","25","25","25","25","","","45","675","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3362","هاندفري solomc جلد ","65","130","130","130","100","","","9","585","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3363","سماعه solo عظم ","75","135","135","135","135","","","6","450","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3364","كابل ايفون لاين","135","185","185","185","200","","","21","2835","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3365","كابل تيب سي لايت ","130","170","170","170","195","","","8","1040","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3366","كابل تيب سي بيفصل","100","170","170","170","150","","","4","400","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3367","سماعه ايفوت بلوتوث ","55","165","165","165","130","","","6","330","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3368","كرت عربيات جيش مشكل 12 قطع ","75","130","130","130","135","","","6","450","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3369","كرت 2 عروسه تليفون عربيه جيلاتي ","75","130","130","130","130","","","2","150","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3370","مسدس +مسك سبيدر مان","55","90","90","90","90","","","3","165","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3371","كرت 6 عربيات","35","55","55","55","60","","","8","280","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3372","طقم عربيات نضافه stop ","55","95","95","95","95","","","6","330","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3373","كرت طيارات + عربيات ","55","90","90","90","90","","","6","330","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3374","ماوس وير لس gammr GT-153","85","130","130","130","130","","","6","510","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3375","ماوس  نور   GAMMR GT-108","45","75","75","75","75","","","6","270","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3376","trunk hot wheels بلاستيك  6 CARS ","145","245","245","245","245","","","3","435","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3377","ليجو 157","235","260","260","260","330","","","7","1645","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3378","جيتار ضياء ","290","395","395","395","395","","","3","870","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3379","علبة دبوس الوان ","14","25","25","25","25","","","4","56","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
"3380","بلانشه ديزني ","17","22","22","22","35","","","10","170","0","","True","False","False","0","0","0","","","","","","0","2/9/2026 3:53:06 PM","","0","0","","False","",""
